"","StartupName","name","designation","otherInfo","education","skills","markets"
"553","saltmines-group","terencechannon","Managing Director","","Stetson University","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"554","saltmines-group","terencechannon","Managing Director","","Stetson University","Social Media Marketing; Customer Acquisition; Customer Relationship Management; Web Technologies; Fundraising; Regulatory Compliance; Entrepreneurship","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care"
"555","feedspot","vineetagarwal","","Hedonist geek and Founder of @Feedspot - A Social Network for News Readers","University of San Francisco","",""
"556","feedspot","vineetagarwal","","Hedonist geek and Founder of @Feedspot - A Social Network for News Readers","University of San Francisco","San Francisco",""
"557","mynoticeperiod-com","abhijitkhasnis","COO, Co-Founder","Founder myNoticePeriod.com • Worked at @Yahoo, @Oracle • Studied at @BITS Pilani","BITS Pilani","",""
"558","mynoticeperiod-com","manjunathtalwar","CEO, Co-Founder","","Indian Institute of Management - Calicut","",""
"559","yellowant","vishwakrishnakumar","","Founder @YellowAnt • Worked at @Fractal Analytics. @Indian Institute Of Technology - Roorkee Alumnus","Indian Institute Of Technology - Roorkee","",""
"560","yellowant","vishwakrishnakumar","","Founder @YellowAnt • Worked at @Fractal Analytics. @Indian Institute Of Technology - Roorkee Alumnus","Indian Institute Of Technology - Roorkee","Android; AngularJS; Agile; Django; Data Analysis; Java; Machine Learning; MySQL; Node.js; Objective-C; Product Development; Python; Redis",""
"561","yellowant","ankurrawal","Founder","Founder Qbeeko Labs • Worked at @Sasken Communication Technologies, @India Software Labs IBM • Studied at @National Institute of Technology, Suratkal","National Institute of Technology, Suratkal","",""
"562","chachii","nikhilgoel","","Strategy consultant at Mckinsey & Company for High Tech. Fmr Product @ Google/YouTube, Microsoft (Lync, Xbox). Two-time web startup founder.","Vanderbilt University","","San Francisco; New York City; Palo Alto; Mountain View; Silicon Valley"
"563","chachii","nikhilgoel","","Strategy consultant at Mckinsey & Company for High Tech. Fmr Product @ Google/YouTube, Microsoft (Lync, Xbox). Two-time web startup founder.","Vanderbilt University","San Francisco; New York City; Palo Alto; Mountain View; Silicon Valley",""
"564","darwinbox","rohitchennamaneni","","Founder @darwinbox-1, @darwinbox-1-1 • Worked at @McKinsey & Company, @Google • Studied at @Iim Lucknow","Iim Lucknow","",""
"565","signals","michaelmassey","Co-Founder","Co-Founder @Signals 
Software Engineer-II at @eGain Communications 
B.Tech. & M.Tech. (Dual Degree) Computer Science & Engineering @iit-kharagpur-1","Indian Institute of Technology - Kharagpur","",""
"566","signals","deepanshjain","Co Founder","Co-Founder Scooterson, Ceo Unanimity. Co-founded SHIFU & Junvenis","","","Programming; Android; Unix Scripting; Algorithms; iOS Development; Real-Time Synchronization Between Devices; iOS; Apache; Java; Javascript; Facebook API; Google Analytics; Blackberry App Development; blackberry 10"
"567","signals","deepanshjain","Co Founder","Co-Founder Scooterson, Ceo Unanimity. Co-founded SHIFU & Junvenis","","Programming; Android; Unix Scripting; Algorithms; iOS Development; Real-Time Synchronization Between Devices; iOS; Apache; Java; Javascript; Facebook API; Google Analytics; Blackberry App Development; blackberry 10",""
"568","happy-tripping-com","ashpigupta","Founder","Founder @Happy-tripping.com • Worked at @Mumbai Angels @Ernst and Young @Pwc @Engineer @MBA","","Mumbai; India",""
"569","drivezy","ashwaryasingh","CEO","Entrepreneur, E-commerce , operations , marketing , sales","","","Business Strategy; Go to Market Strategy; Product Strategy; E-Commerce; Managing Startups; Data Analysis; Sales and Marketing"
"570","drivezy","ashwaryasingh","CEO","Entrepreneur, E-commerce , operations , marketing , sales","","Business Strategy; Go to Market Strategy; Product Strategy; E-Commerce; Managing Startups; Data Analysis; Sales and Marketing",""
"571","drivezy","hemantkumarsah","CTO","Founder @support Gurukul, Service Labs India Private Limited • Worked at @Service-now.com, @Oracle India •","Motilal Nehru National Institute Of Technology","",""
"572","drivezy","abhishekmahajan","Founder","","Indian Institute Of Technology - Bombay","",""
"573","drivezy","vasantverma","","","Motilal Nehru National Institute Of Technology; B.Tech Electronics And Communication","",""
"574","near-in-2","sunilgoyal","Founder","VP at Paytm 
Co-Founder Near.IN (acquired by Paytm) 
Founded Wirkle (sold to LocationLabs). 
Mathematics and Computing IIT Delhi","Indian Institute of Technology - Delhi","",""
"575","near-in-2","sunilgoyal","Founder","VP at Paytm 
Co-Founder Near.IN (acquired by Paytm) 
Founded Wirkle (sold to LocationLabs). 
Mathematics and Computing IIT Delhi","Indian Institute of Technology - Delhi","Silicon Valley; Gurgaon; Delhi",""
"576","intelecare","amalafrozalam","CTO","Studied Bioengineering Innovation and Design at Johns Hopkins University. Applied my learning to computer science to build startups that help people.","Johns Hopkins University; City College of New York","","Android; Java; Javascript; Matlab; Medical; Product; Software; Wordpress"
"577","intelecare","amalafrozalam","CTO","Studied Bioengineering Innovation and Design at Johns Hopkins University. Applied my learning to computer science to build startups that help people.","Johns Hopkins University; City College of New York","Android; Java; Javascript; Matlab; Medical; Product; Software; Wordpress",""
"578","intelecare","emilyeggert","Head of R&D","","Johns Hopkins University; Rice University","",""
"579","autobudder","kartikmandaville","","Building a crowdsourced recruiting marketplace at @SpringRole,@Carnegie Mellon University CS Grad, previously Director of Tech @Science","Carnegie Mellon University; Manipal Institute Of Technology","","PHP; Web Development; Software Architecture; Product Development; People Management; Machine Learning"
"580","autobudder","kartikmandaville","","Building a crowdsourced recruiting marketplace at @SpringRole,@Carnegie Mellon University CS Grad, previously Director of Tech @Science","Carnegie Mellon University; Manipal Institute Of Technology","PHP; Web Development; Software Architecture; Product Development; People Management; Machine Learning",""
"581","locus-sh","nishithrastogi","","Founder Locus • Worked at @Amazon.com @eBay • Studied at BITS. Strong product management, business development and software engineering background.","Birla Institute of Technology and Science","",""
"582","instant-5","kushagrawal","Founder","Berkeley EECS. iOS Engineer @Uber","University Of California, Berkeley","",""
"583","instant-5","kushagrawal","Founder","Berkeley EECS. iOS Engineer @Uber","University Of California, Berkeley","San Francisco; Berkeley; New York City",""
"584","qikwell-1","krishnaprasadchitrapura","","Founder @Qikwell • Worked at @Yahoo, @Novell • Studied at @Indian Institute Of Technology - Bombay, @M S Ramaiah Institute of Technology, Bangalore","Indian Institute Of Technology - Bombay; M S Ramaiah Institute of Technology, Bangalore","",""
"585","embro","abhinavsverma","","Founder @live-braille Multi-national award winner inventor, Industrial design(DS CATIA) certified TCS, manufacturing(Research scholar, Steinbeis), go to market.","Chitkara Institute Of Engineering & Technology Rajpura","",""
"586","embro","abhinavsverma","","Founder @live-braille Multi-national award winner inventor, Industrial design(DS CATIA) certified TCS, manufacturing(Research scholar, Steinbeis), go to market.","Chitkara Institute Of Engineering & Technology Rajpura","Asia; New York City; Silicon Valley; India",""
"587","happay-1","varunrathi","","Founder VA Tech Ventures • Studied at @Indian Institute of Technology - Kharagpur","Indian Institute of Technology - Kharagpur","",""
"588","gigstart","atitjain","","Founder @Pluss • Cofounded @Gigstart •Worked at @J.P. Morgan • Studied at @BITS Pilani","BITS Pilani","",""
"589","gigstart","atitjain","","Founder @Pluss • Cofounded @Gigstart •Worked at @J.P. Morgan • Studied at @BITS Pilani","BITS Pilani","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"590","cirtru","navishjain","Founder","Founder of Cirtru, Worked at Cisco. mini-MBA Stanford, MSEE USC","Stanford Graduate School of Business; University of Southern California; University Of Mumbai","","Need-Finding Design Thinking; HTML; CSS; Javascript; Collaboration; Business Model Innovation; Developing Revenue Models; Marketing Strategy; Traction Generation; Raising Capital; Relationship Building; Balsamiq; Product Management; Wireframing; Product-Market Fit; Startup Founder"
"591","cirtru","navishjain","Founder","Founder of Cirtru, Worked at Cisco. mini-MBA Stanford, MSEE USC","Stanford Graduate School of Business; University of Southern California; University Of Mumbai","Need-Finding Design Thinking; HTML; CSS; Javascript; Collaboration; Business Model Innovation; Developing Revenue Models; Marketing Strategy; Traction Generation; Raising Capital; Relationship Building; Balsamiq; Product Management; Wireframing; Product-Market Fit; Startup Founder",""
"592","travelyft-1","rajeshgouri","","A serial entrepreneur, avid learner: passionate about building useful products and services leveraging technology.","Princeton University; Duke University; University of Illinois, Urbana, Champaign; University of Virginia; University Of Illinois At Urbana Champaign; Johns Hopkins University; University of Pune","","Business Management; Business Model Innovation; Go to Market Strategy; Digital Marketing; Lean Startups; Startegic Planning; Strategic Partnerships; Agile methodology"
"593","travelyft-1","rajeshgouri","","A serial entrepreneur, avid learner: passionate about building useful products and services leveraging technology.","Princeton University; Duke University; University of Illinois, Urbana, Champaign; University of Virginia; University Of Illinois At Urbana Champaign; Johns Hopkins University; University of Pune","Business Management; Business Model Innovation; Go to Market Strategy; Digital Marketing; Lean Startups; Startegic Planning; Strategic Partnerships; Agile methodology","Blockchains; Bridging Online and Offline; Digital Marketing; Big Data; Financial Technology"
"594","pointific-digital","rajeshgouri","","A serial entrepreneur, avid learner: passionate about building useful products and services leveraging technology.","Princeton University; Duke University; University of Illinois, Urbana, Champaign; University of Virginia; University Of Illinois At Urbana Champaign; Johns Hopkins University; University of Pune","","Business Management; Business Model Innovation; Go to Market Strategy; Digital Marketing; Lean Startups; Startegic Planning; Strategic Partnerships; Agile methodology"
"595","pointific-digital","rajeshgouri","","A serial entrepreneur, avid learner: passionate about building useful products and services leveraging technology.","Princeton University; Duke University; University of Illinois, Urbana, Champaign; University of Virginia; University Of Illinois At Urbana Champaign; Johns Hopkins University; University of Pune","Business Management; Business Model Innovation; Go to Market Strategy; Digital Marketing; Lean Startups; Startegic Planning; Strategic Partnerships; Agile methodology","Blockchains; Bridging Online and Offline; Digital Marketing; Big Data; Financial Technology"
"596","smart-saver","rajeshgouri","","A serial entrepreneur, avid learner: passionate about building useful products and services leveraging technology.","Princeton University; Duke University; University of Illinois, Urbana, Champaign; University of Virginia; University Of Illinois At Urbana Champaign; Johns Hopkins University; University of Pune","","Business Management; Business Model Innovation; Go to Market Strategy; Digital Marketing; Lean Startups; Startegic Planning; Strategic Partnerships; Agile methodology"
"597","smart-saver","rajeshgouri","","A serial entrepreneur, avid learner: passionate about building useful products and services leveraging technology.","Princeton University; Duke University; University of Illinois, Urbana, Champaign; University of Virginia; University Of Illinois At Urbana Champaign; Johns Hopkins University; University of Pune","Business Management; Business Model Innovation; Go to Market Strategy; Digital Marketing; Lean Startups; Startegic Planning; Strategic Partnerships; Agile methodology","Blockchains; Bridging Online and Offline; Digital Marketing; Big Data; Financial Technology"
"598","chargebee","krish","Founder & CEO","Founder & CEO @Chargebee • Worked at @Cognizant Technology Solutions, @Tata Consultancy Services","","","Payments; Subscription Businesses; Billing; SaaS; Cloud Computing; Consumer Internet; E-Commerce; Small and Medium Businesses; Startups; Online Rental; Angels"
"600","zipdial","valeriewagoner","Emerging Markets Entrepreneur - Founder & CEO @ ZipDial","Emerging Markets Entrepreneur - Founder & CEO @ ZipDial","","","Entrepreneurship; Managing People; Go to Market Strategy; Ideation"
"602","my-child","aafreenansari","","","","",""
"603","edukart","ishangupta","Passionate entrepreneur. Early stage investor. MBA from Stanford. Engineer from Delhi Univ.","Passionate entrepreneur. Early stage investor. MBA from Stanford. Engineer from Delhi Univ.","Stanford Graduate School of Business; University of Delhi","Delhi; India; Silicon Valley",""
"605","springboard","gautamtambay","Co-Founder & CEO, Springboard. Previously at InMobi, Bain, Capital One, Wharton and IIT.","Co-Founder & CEO, Springboard. Previously at InMobi, Bain, Capital One, Wharton and IIT.","Indian Institute of Technology - Delhi; Wharton School","India; San Francisco",""
"606","springboard","parulgupta","","Co-founder, Springboard. OpenEd enthusiast. MIT Technology Review's Young Innovator. ex-IBM Research. IIT Bombay & UCLA Engineer.","","",""
"607","stride-ai","sendhilkumar","Co-founder","Co-founder @Stride.AI • Worked at @Sasken Communication Technologies, @Dell • Studied at @Visvesvaraya Technological University","Visvesvaraya Technological University","","Bengaluru"
"608","stride-ai","vijaynadadur","","Co-Founder & CEO, Stride.AI 
Techstars '16","University of Kentucky; Sir M Visveshwaraiah Institute Of Technology , Bangalore","","Data Science; Machine Learning; Natural Language Processing; Natural Language Understanding; Linguistics; Sales"
"610","signeasy","sunilpatro","Founder and CEO of SignEasy; Worked at Cleartrip, TokBox, Juniper Networks and Microsoft; Graduate Degrees from Purdue and IIT Kharagpur.","Founder and CEO of SignEasy; Worked at Cleartrip, TokBox, Juniper Networks and Microsoft; Graduate Degrees from Purdue and IIT Kharagpur.","Purdue University; Indian Institute of Technology - Kharagpur","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"611","popxo","priyankagill","Founder & CEO, POPxo.com","Founder & CEO, POPxo.com","King's College London","","Consumer Internet; Fashion; Social Media; Digital Media; E-Commerce; Restaurants; Bridging Online and Offline; Mobile Payments; B2B; Industrial; Logistics; Food and Beverages; Advertising"
"613","bottr","abhimanyugodara","Founder","Founder @bottr.me. Managed portfolio investments @TLabs accelerator (worked with 40+ startups) / ex. strategy / Masters LSE & B.Tech IIT","London School of Economics; Indian Institute of Technology (BHU) - Varanasi","","All Markets"
"615","bottr","mayankagarwal","","IIT CS, launched an Android App, working in Microsoft","Indian Institute of Technology - Jodhpur","",""
"616","fulfil-io","rituparnapanda","Co-Founder & Product Manager @ Fulfil.IO, believes in Agile Methodology, Teamwork, and Open Source Technology.","Co-Founder & Product Manager @ Fulfil.IO, believes in Agile Methodology, Teamwork, and Open Source Technology.","Jaipur Engineering College","",""
"618","fulfil-io","prakashpandey","","Co-Founder & Head of Engineering @ Fulfil.IO","Uttarakhand Technical University; Computer Science","","Programming; Data Analysis; Databases; Solution Architect"
"619","fulfil-io","tarunbhardwaj","","AWS and docker lover, Open source contributor, Co-founder, Head of Platform @Fulfil.IO","","","Docker; Python; Flask; Algorithms & Data Structures"
"621","fulfil-io","sharoonthomas","","Engineer. Founder. CEO of Fulfil.IO #500strong B15; Passionate about making enterprise software available for small and mid-sized businesses.","Manchester Business School (Mbs); University of Manchester","Enterprise Resource Planning; Enterprise Software; Ecommerce",""
"622","fulfil-io","sharoonthomas","","Engineer. Founder. CEO of Fulfil.IO #500strong B15; Passionate about making enterprise software available for small and mid-sized businesses.","Manchester Business School (Mbs); University of Manchester","Python; SaaS; E-Commerce; ERP; ERP Implementations; tryton; Docker; Amazon Web Services; SaaS Sales; Sales and Marketing; Growth Hacking","Enterprise Resource Planning; Enterprise Software; Ecommerce"
"624","culturealley","nishantpatni","Founder CultureAlley. Past","Founder CultureAlley. Past @Boston Consulting Group, @Enphase Energy. Kellogg MBA'12 (Beta Gamma Sigma honor); Engineer @Indian Institute Of Technology - Bombay","Kellogg School of Management; Indian Institute Of Technology - Bombay; China Europe International Business School","Product Management; Product Development; User Experience Design",""
"626","cron-systems-1","tommykatzenellenbogen","14yr Israeli Air Force F-15 Aviator and a Cambridge MBA grad with VC, Product Management, and Business Dev experience. Drone and security expert.","14yr Israeli Air Force F-15 Aviator and a Cambridge MBA grad with VC, Product Management, and Business Dev experience. Drone and security expert.","University Of Cambridge, Judge Business School","","San Francisco Bay Area"
"627","cron-systems-1","tusharchhabra","","Tushar is the C.E.O of CRON Systems, developing the next generation of intrusion detection systems, and encrypted communication networks.","","",""
"628","cron-systems-1","sauravagarwala","","Saurav is CTO at CRON Systems and is a strong believer of the fact that when technology is amalgamated with art - a product is developed!","","","C; C++; Eclipse; Git; JSON; Matlab; Perl; Product Development; Python; Project Management; Svn"
"630","ourhealthmate","abhinavkrishna","Founder","Founder @OurHealthMate.com • Worked at @Citigroup, @Merrill Lynch @MyCube • Studied at @National University of Singapore","National University of Singapore; Raffles Junior College; City Montessori School","","Quality Assurance; Product Development; Product Management; User Interface Design; Web Applications; Mobile; Trading; Software Development; Entrepreneur; Start-Ups; Analytics; Front-End Development; Social Media; Customer Relations; Team Building; Business Strategy; Digital Marketing; New Business Development"
"632","ourhealthmate","ayushbharti","","","","",""
"633","ourhealthmate","sanjayhavaldar","","","","",""
"634","ourhealthmate","siddharthupadhyaya","","14+ yrs exp spans stints in strategy, sales mgmt & product. Have worked in large retail firms as well as entrepreneurial ventures across design – product – ops","Indian Institute of Management - Ahmedabad; T A Pai Management Institute; National Institute of Fashion Technology","",""
"636","kartrocket","saahilgoel","Founder","Founder @Bigfoot Retail Solutions. Strong business & tech experience. MS and MIS from Pitt 2009. Worked with Max India, Walmart, Highmark.","Mba And Ms Mis, Katz Scb, University Of Pittsburgh","","Product Development; Business Strategy; Financial Analysis; Technical Architecture; Software Development"
"638","kartrocket","visheshkhurana","","Founder at Kraftly (India,s First Mobile only C2C Market Place) & Kartrocket (E-commerce Enablement Platform.)","Amity University; Amity Business School; Amity School of Business","","Serial Entrepreneur; Budgeting; Cold Calling; Contract Negotiations; Customer Service; Human Resources; Inventory; Management; Market Research; Marketing Management; Venture Capital"
"640","instamojo","sampadswain","Founder & CEO","Founder & CEO @Instamojo. 3x startups. 1 exit.","","","Team Building; Product Development; Biz Dev; Fundraising"
"641","instamojo","adityasengupta","","@Veermata Jijabai Technological Institute --> 
 @Indian Institute Of Technology - Bombay --> 
 @Instamojo.","Jai Hind College; Veermata Jijabai Technological Institute","",""
"642","hike","kavinbhartimittal","Head of Strategy & Product, BSB. Creator, hike","Head of Strategy & Product, BSB. Creator, hike","","User Experience Design; Product Development; Strategy","Consumer Internet; Mobile; Film; Generation Y-Z; Social Media; Messaging; Families; iOS; Android; Productivity Software; Embedded Hardware and Software; NFC; Search; Maps; Email"
"644","pricebaba","ankurpagarwal","Building solutions for digital India. Co-founder","Building solutions for digital India. Co-founder @PriceBaba, @SahiGST - served over 100M since 2012!","Bhavans College","","Mumbai"
"645","times-internet","satyangajwani","CEO of Times Internet, India's largest digital product co. We do news, biz news, music, video, local, commerce, deals, mobile, more. Stanford '07, live in India","CEO of Times Internet, India's largest digital product co. We do news, biz news, music, video, local, commerce, deals, mobile, more. Stanford '07, live in India","Stanford University; Stanford University","India; Delhi",""
"646","transtutors-com","adityasinghal","Founder","Founder @transtutors.com, askIITians • Worked at @Technopak Advisors • Studied at @Indian Institute of Technology - Delhi","Indian Institute of Technology - Delhi","Asia; New York City; Silicon Valley",""
"648","transtutors-com","nishantsinha","","Founder and Director of TransTutors.com, AskIITians.com and TransWebTutors.com 
Has steered successful internet ventures right from the idea stage to scaling up","Indian Institute of Technology - Delhi","India",""
"649","urjakart","vikramvarshney","Founded Urjakart.com, Indoi Systems (acquired), Windiva Energy","Founded Urjakart.com, Indoi Systems (acquired), Windiva Energy","Delhi College of Engineering","","Embedded Systems; Entrepreneurship; Marketing Management"
"650","oyo-rooms","riteshagarwal","Founder & CEO-","Founder & CEO- @OYO Rooms - India's #1 Marketplace and Private Label of Affordable Rooms. Thiel Fellow.","","",""
"651","shoto","sachindevduggal","Founder","Founder @Shoto @Nivio • Prev at @Deutsche Bank • Studied at @Massachusetts Institute of Technology, @Imperial College London Love our foundation to education 100m kids in 50 years. @World Economic Forum TP'09","Imperial College London; Massachusetts Institute of Technology","","C Sharp (C#); User Experience Design; Product Development; Product Marketing; Entrepreneurship; Creative Problem Solving; C; Cocoa; Amazon Web Services; Sales and Marketing; Visionary; Business Development; Unix/Win Administration and Scripting; Windows Server Administration; Brand and Identity Design"
"652","pragya-systems","ramjiraghavan","","","University of Massachusetts, Amherst; Indian Institute of Technology - Madras","",""
"654","pragya-systems","ajaysharda","","","Indore University; University of Delhi","",""
"656","wishup-1","neeleshrangwani","","","","Asia; New York City; Silicon Valley",""
"658","quickli","sudhanshuaggarwal","","Founder at @Quickli and @Fizzy Software. 
Ex-Product Manager at @Zynga (SF).; Interests include tech start-ups, product development, gaming and movies","University of Pennsylvania","Branding; Graphic Design; Logo Design; UI/UX Design; Web Design","Customer Support Tools; Customer Service; CRM; SaaS; Mobile; Mobile Games; 3D Printing"
"659","bitcoin-india-1","brettmason","Director BPR Investments P/L, Co Founder Bitcoin India, Board Mantis Energy, Invented MassBloc, Harcourts North Lakes, Jafa Enterprises, Inv in 22+ companies.","Director BPR Investments P/L, Co Founder Bitcoin India, Board Mantis Energy, Invented MassBloc, Harcourts North Lakes, Jafa Enterprises, Inv in 22+ companies.","None","","Selling; Innovator; Inventor; Real Estate; Negotiating Skills"
"661","uninstall-io","priteshvora","Founder and Chief Mischief Officer","Founder and Chief Mischief Officer @Uninstall.io","West Bengal University Of Technology","",""
"662","uninstall-io","alokmishra","","Founder Uninstall.IO, Notiphi and Spider.IO","Imperial College London; University of Edinburgh; Iit Kharagpur","","Product Management; Technology Strategy and Architecture; Predictive Analytics; Machine Learning, Data Science, Python, Perl, R; Big Data; High-Volume on-Line Transaction Systems; Python; Prolog; Haskell"
"664","uninstall-io","lennonteng","","Co-founder of Notiφ (Notify).","Imperial College London; London School of Economics","",""
"665","grexit","nirajranjanrout","Founder","Founder @Hiver • Worked at @Mentor Graphics • Studied at @Indian Institute of Technology - Kharagpur","Indian Institute of Technology - Kharagpur","",""
"666","vahan-1","madhavkrishna","Founder & CEO at","Founder & CEO at @Vahan. Worked at @ADstruc, @Jetsetter, @Nextjump. Masters in Computer Science (Artificial Intelligence) from @Columbia University.","Columbia University; Netaji Subhas Institute of Technology","Bengaluru",""
"668","vahan-1","mohammedabdoolcarim","","Founder @Vahan • Worked at @Google, @Siri, @Apple @GoButler • Studied at @Stanford University.","Stanford University; Stanford University","","Product Development; Entrepreneurship; Mobile; User Experience Design; Product Management; Product Marketing; Consumer Products; Consumer Electronics; Artificial Intelligence; Virtual Assistant; UI/UX Design"
"669","brainnr-jatia-education-pvt-ltd","devavratjatia","Founder","Founder @Brainnr • Studied at @Bryant University .MIT GSW Scholar. Strong business background with global exposure. Startup investor","Bryant University; Cass Business School","","Asia; Silicon Valley; India; Hong Kong"
"671","brainnr-jatia-education-pvt-ltd","ujjawalmisra","","SDM @ZopNow 
Prev: Co-founder @Vedantu, Tech @Verse Innovation Pvt., Tech @Trilogy , Intern @VMLogix 
Studied: @IIIT Allahabad","","","Europe; Australia; Brazil"
"672","brainnr-jatia-education-pvt-ltd","ujjawalmisra","","SDM @ZopNow 
Prev: Co-founder @Vedantu, Tech @Verse Innovation Pvt., Tech @Trilogy , Intern @VMLogix 
Studied: @IIIT Allahabad","Indian Institute of Information Technology - Allahabad","","Europe; Australia; Brazil"
"673","origa-leasing","shrirangtambe","Founder & CEO of ORIGA Leasing","Founder & CEO of ORIGA Leasing 
Founder of Ourea Capital Advisors 
Founding member of Clearwater capital partners, a fund 
Chartered Accountant, CFA Level 1","Nm College Of Commerce & Economics","","Corporate Finance; Business Strategy; Communication Skills; People Management; Training; Strategic Thinker and Visionary"
"675","social-cops","varunbanka","Co-Founder at","Co-Founder at @SocialCops , Worked at Microsoft and @Barclays Capital.","Nanyang Technological University; Nanyang University","",""
"676","inkmonk","isaacjohnwesley","Co-Founder","Co-Founder @Inkmonk • Previously worked as (Product designer @Interviewstreet), (Product designer @Walletkit)","Madras Christian College","","Bengaluru"
"678","inkmonk","suryasankar","","Previously worked at at Amazon.com and McAfee 
Finished graduation at NIT Trichy.","National Institute Of Technology Trichy","","Python; Flask; Django; Ruby on Rails; Ruby; Java; Javascript; PHP"
"679","almabase","sriharimaneru","Founder","Founder @Almabase • Worked at @Boltell Infomedia, @Strand Life Sciences • Studied at @Natinal Institute Of Technology , Warangal","Natinal Institute Of Technology , Warangal","",""
"681","almabase","kalyanvarma","","Founder @Almabase • Strong technology background • More than 3 years startup experience • Studied at NIT Warangal • Worked at @Goldman Sachs","","",""
"682","tripoto-1","michaelpargallyngdoh","","Co-Founder of Tripoto","Indian School of Business, Hyderabad; Delhi School Of Economics; St. Xavier's College","",""
"684","ripplehire","suchetajoshi","Co-Founder RippleHire. Prior startup experience. 11+ years experience as Project/Technical Lead in USA and India for L&T Infotech and Infosys.","Co-Founder RippleHire. Prior startup experience. 11+ years experience as Project/Technical Lead in USA and India for L&T Infotech and Infosys.","","",""
"685","ripplehire","sudarsanravi","","Founder, CEO @RippleHire, Prior startup experience. 10+yrs experience using tech to transform business. Grew PS team @Deloitte to over 150. MS @Georgia Tech.","Masters, Georgia Tech","Enterprise Software; Mobile; SaaS",""
"686","ripplehire","pravinroche","","Co-Founder RippleHire. Prior Gamification startup. 10+ years experience building multiple products at Mastek, Tech Mahindra and Gameloft.","Bachelor Of Technology, Computer Science","","Product Management; User Experience Design; Team Building; Agile Product Development; Agile Methologies; Gamification"
"687","makesurehow","parthibanraja","Founder GeekEasier • Worked at","Founder GeekEasier • Worked at @DeepBiz Technologies • Studied at @Anna University Chennai","Anna University Chennai","","SEO/SEM; Search Engine Optimization; CEO; Founder; Web Development; Software Engineering"
"689","simplibuy-technologies","rajeshwarijoshi","Co-founder and CTO","Co-founder and CTO @SimpliBuy Technologies • Worked at @Infosys Technologies , HCL Technologies","","","Enterpreneurship; Product Development; Social Media Marketing; Team Building; People Management; Technology; Banking; Software Engineering; Database and Systems Design; Web Development; Rackspace Cloud"
"690","tapfame","ankitranka","Co-founder at TapFame. Lead the development of Ednode, a network to connect like-minded people, and Pundit, Course search and discovery platform. MS in CS from Columbia University.","Co-founder at TapFame. Lead the development of Ednode, a network to connect like-minded people, and Pundit, Course search and discovery platform. MS in CS from Columbia University.","Columbia University","",""
"691","tapfame","satjotssawhney","Co-Founder/CEO at TapFame. Founded Buzzable (acquired by Bloodhound). Columbia BA. Front-end dev with business background.","Co-Founder/CEO at TapFame. Founded Buzzable (acquired by Bloodhound). Columbia BA. Front-end dev with business background.","Columbia University","","New York City; San Francisco"
"693","touchtalent","ankitprasad","Founder & CEO","Founder & CEO @Bobble Keyboard, @TouchTalent • Mathematics & Computing @Indian Institute of Technology - Delhi • Youth Speaker @TEDx • Winner @GSEA • A Kairos Fellow","Indian Institute of Technology - Delhi","","Consumer Internet; Mobile"
"695","eventifier","jazeelbadurferry","CEO & Founder","CEO & Founder @Eventifier • Worked at @The Startup Centre","","",""
"696","marianaiq","soumyadebmitra","Founder","Founder @MARIANA • Worked at @Data Domain • Studied at @University of Illinois, Urbana, Champaign, @Indian Institute of Technology - Delhi","Indian Institute of Technology - Delhi; University of Illinois, Urbana, Champaign","",""
"697","aurality","janhaviparikh","CEO","CEO @Aurality. Product Marketing at @Yahoo. INSEAD MBA 2009. National Semiconductor Corp. MS EE University of Southern California.","University of Southern California","Business Strategy; Product Development; Product Marketing; Product Strategy","Mobile; Content Delivery; Social News; Content Discovery"
"699","aurality","janhaviparikh","CEO","CEO @Aurality. Product Marketing at @Yahoo. INSEAD MBA 2009. National Semiconductor Corp. MS EE University of Southern California.","University of Southern California","Mobile; Content Delivery; Social News; Content Discovery",""
"700","squadrun","apurvagrawal","Founder","Founder @SquadRun; Founding member at @91springboard; founder of @ngoFuel; head @KairosSociety India.","Vellore Institute of Technology","","Enterprise Software; Mobile; Crowdsourcing"
"702","squadrun","vikasgulati","","Co-founder/Engineering @SquadRun • Worked @Josh Technology Group • Studied @VIT University","Vellore Institute of Technology","Django; PostgreSQL; Android; Java; Angular.JS; Nginx; MongoDB; Bootstrap; jQuery","Mobile; Web Development; Android; Clean Technology"
"704","unocoin","harishbv","Founder Unocoin - a way for Indians to buy & sell bitcoins","Founder Unocoin - a way for Indians to buy & sell bitcoins","","",""
"705","unocoin","abhinandkn","","Founder of Unocoin, previously worked at i4 communication Pvt Ltd, as AV director .","","",""
"706","unocoin","sathvikvishwanath","","Founded @Unocoin - a way for Indians to buy & sell bitcoins. Previously founded @VentureNext to serve a 3D scripting market. MBIT from University of Melbourne","University of Melbourne; Bachelor Of Engineering, Electronics And Communication; Siddaganga Institute Of Technology, Tumkur","","PHP; Strategic Decision Making"
